key,locale,package,origin_text,text
subscription::phrase.your_subscription_has_been_cancelled_from_payment_gateway_the_subscription_will_be_continued_until_expiration,en,metafox/subscription,Your subscription has been canceled from the payment gateway. The subscription will be continued until expiration.,Your subscription has been canceled from the payment gateway. The subscription will be continued until expiration.
subscription::phrase.your_subscription_has_been_expired,en,metafox/subscription,Your subscription has expired.,Your subscription has expired.
subscription::phrase.your_subscription_has_number_day_remaining_to_expire,en,metafox/subscription,Your subscription has :number days remaining to expire.,Your subscription has :number days remaining to expire.
subscription::phrase.your_subscription_is_currently_pending,en,metafox/subscription,Your subscription is currently pending.,Your subscription is currently pending.
subscription::phrase.your_subscription_will_be_expired_tomorrow,en,metafox/subscription,Your subscription will be expired tomorrow.,Your subscription will be expired tomorrow.
subscription::phrase.you_want_it_to_be_renewed_automatically,en,metafox/subscription,"You want it to be renewed automatically, some payment gateways might not support this option.","You want it to be renewed automatically, some payment gateways might not support this option."
subscription::phrase.you_want_to_pay_the_renewal_fee_yourself,en,metafox/subscription,You want to pay the renewal fee yourself.,You want to pay the renewal fee yourself.
subscription::seo.browse_my_subscription_description,en,metafox/subscription,Subscriptions,Subscriptions
subscription::seo.browse_my_subscription_heading,en,metafox/subscription,My Subscriptions,My Subscriptions
subscription::seo.browse_my_subscription_keywords,en,metafox/subscription,My Subscriptions,My Subscriptions
subscription::seo.browse_my_subscription_title,en,metafox/subscription,Subscriptions,Subscriptions
subscription::seo.browse_subscription_package_description,en,metafox/subscription,Packages,Packages
subscription::seo.browse_subscription_package_heading,en,metafox/subscription,Packages,Packages
subscription::seo.browse_subscription_package_keywords,en,metafox/subscription,Packages,Packages
subscription::seo.browse_subscription_package_title,en,metafox/subscription,Available Packages,Available Packages
subscription::seo.subscription_invoice_view_detail_description,en,metafox/subscription,,
subscription::seo.subscription_invoice_view_detail_heading,en,metafox/subscription,,
subscription::seo.subscription_invoice_view_detail_keywords,en,metafox/subscription,,
subscription::seo.subscription_invoice_view_detail_title,en,metafox/subscription,Subscription Detail,Subscription Detail
subscription::validation.allowed_renew_type.required,en,metafox/subscription,You must choose at least one Renew Method.,You must choose at least one Renew Method.
subscription::validation.bad_request,en,metafox/subscription,Bad Request,Bad Request
subscription::validation.can_not_create_order_for_package_purchasement,en,metafox/subscription,Can not create an order for package purchasing.,Can not create an order for package purchasing.
subscription::validation.choose_one_method_to_purchase_recurring_subscription,en,metafox/subscription,Choose one method to purchase a recurring subscription.,Choose one method to purchase a recurring subscription.
subscription::validation.choose_one_package_for_purchasement,en,metafox/subscription,Choose one package for trading.,Choose one package for trading.
subscription::validation.choose_one_payment_gateway_for_purchasing,en,metafox/subscription,Choose one payment gateway for purchasing.,Choose one payment gateway for purchasing.
subscription::validation.choose_one_reason_before_cancelling_the_subscription,en,metafox/subscription,Choose one reason before canceling the subscription.,Choose one reason before canceling the subscription.
subscription::validation.content_is_a_required_field,en,metafox/subscription,Content is a required field.,Content is a required field.
subscription::validation.days_notification_before_subscription_expired.between,en,metafox/subscription,The number of days to notice the user must be smaller than the recurring Period.,The number of days to notice the user must be smaller than the recurring Period.
subscription::validation.days_notification_before_subscription_expired.numeric,en,metafox/subscription,The number of days to notice the user must be greater than or equal to :number.,The number of days to notice the user must be greater than or equal to :number.
subscription::validation.downgrade_package_must_be_numeric_and_not_existed_in_upgrade_packages,en,metafox/subscription,Downgrade Package must be numeric and not exist in Upgrade Packages.,Downgrade Package must be numeric and not exist in Upgrade Packages.
subscription::validation.field_must_be_greater_than_or_equal_to_number,en,metafox/subscription,:field must be greater than or equal to :number.,:field must be greater than or equal to :number.
subscription::validation.pending_mobile_user_login,en,metafox/subscription,Your account subscription has not been activated. Please complete the payment on our website to activate your subscription.,Your account subscription has not been activated. Please complete the payment on our website to activate your subscription.
subscription::validation.price_must_be_greater_than_number,en,metafox/subscription,The price must be greater than :number,The price must be greater than :number
subscription::validation.price_must_be_greater_than_or_equal_to_number,en,metafox/subscription,The price must be greater than or equal to :number,The price must be greater than or equal to :number
subscription::validation.price_must_be_numeric,en,metafox/subscription,The price must be numeric,The price must be numeric
subscription::validation.recurring_period.required,en,metafox/subscription,You must choose one Period.,You must choose one Period.
subscription::validation.upgraded_package_must_be_existed,en,metafox/subscription,An upgraded Package must exist.,An upgraded Package must exist.
subscription::validation.upgraded_role_id.required,en,metafox/subscription,You must choose one role for the Upgraded Role.,You must choose one role for the Upgraded Role.
subscription::validation.visible_role_must_be_different_from_user_role_on_success,en,metafox/subscription,Visible For User Roles must be different from User Role On Success.,Visible For User Roles must be different from User Role On Success.
subscription::validation.you_must_choose_at_least_one_package_for_upgrade_processing.required,en,metafox/subscription,You must choose at least one package for Upgrade processing.,You must choose at least one package for Upgrade processing.
subscription::web.acquired_membership,en,metafox/subscription,Acquired Membership,Acquired Membership
subscription::web.activation_date_time,en,metafox/subscription,Activation Date: {time},Activation Date: {time}
subscription::web.already_owned,en,metafox/subscription,Already Owned,Already Owned
subscription::web.back_to_all_subscriptions,en,metafox/subscription,Back to all subscriptions,Back to all subscriptions
subscription::web.choose_package,en,metafox/subscription,Choose Package,Choose Package
subscription::web.compare_packages,en,metafox/subscription,Compare Packages,Compare Packages
subscription::web.features,en,metafox/subscription,Features,Features
subscription::web.hosting,en,metafox/subscription,Hosting,Hosting
subscription::web.membership_question_mark,en,metafox/subscription,Position and role of the user in the community.,Position and role of the user in the community.
subscription::web.name_type_music_album,en,metafox/subscription,Music Albums,Music Albums
subscription::web.name_type_music_playlist,en,metafox/subscription,Playlists,Playlists
subscription::web.name_type_music_song,en,metafox/subscription,Music Songs,Music Songs
subscription::web.no_subscription_invoices_found,en,metafox/subscription,No subscriptions are found.,No subscriptions are found.
